folder,path,verdict,reason,left0_votes,left1_votes,frames_scanned,grids_seen,applied,error
20230929041258-ummm-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20230929041258-ummm-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006020605-lunazoe-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231006020605-lunazoe-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006015542-lunazoe-bn6-vs-DthKrdMnSP-round3-p1,data/dataset/20231006015542-lunazoe-bn6-vs-DthKrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006020605-lunazoe-bn6-vs-IndianaOrz-round2-p1,data/dataset/20231006020605-lunazoe-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006020854-lunazoe-bn6-vs-IndianaOrz-round3-p2,data/dataset/20231006020854-lunazoe-bn6-vs-IndianaOrz-round3-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006020855-lunazoe-bn6-vs-DthKrdMnSP-round3-p1,data/dataset/20231006020855-lunazoe-bn6-vs-DthKrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006021938-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231006021938-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006024124-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231006024124-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006022302-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231006022302-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006024850-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231006024850-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006025312-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231006025312-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006025909-lunazoeshelbz-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231006025909-lunazoeshelbz-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006025910-lunazoeshelbz-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231006025910-lunazoeshelbz-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030146-lunazoeshelbz-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231006030146-lunazoeshelbz-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030147-lunazoeshelbz-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231006030147-lunazoeshelbz-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030440-lunazoeshelbz-bn6-vs-IndianaOrz-round1-p2,data/dataset/20231006030440-lunazoeshelbz-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030645-lunazoeshelbz-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231006030645-lunazoeshelbz-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030441-lunazoeshelbz-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231006030441-lunazoeshelbz-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030646-lunazoeshelbz-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231006030646-lunazoeshelbz-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030850-lunazoeshelbz-bn6-vs-DthKrdMnSP-round3-p2,data/dataset/20231006030850-lunazoeshelbz-bn6-vs-DthKrdMnSP-round3-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006031227-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231006031227-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006031548-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231006031548-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006030850-lunazoeshelbz-bn6-vs-IndianaOrz-round3-p1,data/dataset/20231006030850-lunazoeshelbz-bn6-vs-IndianaOrz-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006032406-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231006032406-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,unclear,votes<10,0,0,0,0,False,
20231006032501-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231006032501-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006032857-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231006032857-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006033229-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231006033229-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006034443-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231006034443-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929001213-ummm-bn6-vs-IndianaOrz-round1-p2,data/dataset/20230929001213-ummm-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013003736-annular-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231013003736-annular-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006011421-lunazoe-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231006011421-lunazoe-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929035201-ummm-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20230929035201-ummm-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013004114-annular-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231013004114-annular-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013004621-annular-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231013004621-annular-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929014832-ummm-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20230929014832-ummm-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929023540-ummm-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20230929023540-ummm-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013005323-annular-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231013005323-annular-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929011053-ummm-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20230929011053-ummm-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231006023650-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231006023650-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013010720-annular-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231013010720-annular-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006023901-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231006023901-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929005054-ummm-bn6-vs-DthKrdMnSP-round3-p2,data/dataset/20230929005054-ummm-bn6-vs-DthKrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231006011014-lunazoe-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231006011014-lunazoe-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929025233-ummm-bn6-vs-IndianaOrz-round1-p2,data/dataset/20230929025233-ummm-bn6-vs-IndianaOrz-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013011506-annular-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231013011506-annular-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929023813-ummm-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20230929023813-ummm-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929025517-ummm-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20230929025517-ummm-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013012725-annular-bn6-vs-IndianaOrz-round2-p2,data/dataset/20231013012725-annular-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013012355-annular-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231013012355-annular-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013013155-annular-bn6-vs-IndianaOrz-round3-p1,data/dataset/20231013013155-annular-bn6-vs-IndianaOrz-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013014618-annular-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231013014618-annular-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013012726-annular-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231013012726-annular-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006015300-lunazoe-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20231006015300-lunazoe-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013015431-annular-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231013015431-annular-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013020948-annular-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231013020948-annular-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929040359-ummm-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20230929040359-ummm-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013020033-annular-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231013020033-annular-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006034813-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round3-p2,data/dataset/20231006034813-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929040359-ummm-bn6-vs-IndianaOrz-round2-p1,data/dataset/20230929040359-ummm-bn6-vs-IndianaOrz-round2-p1/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013022743-annular-bn6-vs-BiohazrdMnSP-round3-p1,data/dataset/20231013022743-annular-bn6-vs-BiohazrdMnSP-round3-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929004740-ummm-bn6-vs-IndianaOrz-round2-p2,data/dataset/20230929004740-ummm-bn6-vs-IndianaOrz-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929015052-ummm-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20230929015052-ummm-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013025006-annular-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231013025006-annular-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013022039-annular-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20231013022039-annular-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013022351-annular-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231013022351-annular-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013030933-annular-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231013030933-annular-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231013030401-annular-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231013030401-annular-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929010731-ummm-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20230929010731-ummm-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013032344-annular-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231013032344-annular-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929024438-ummm-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20230929024438-ummm-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929021937-ummm-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20230929021937-ummm-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929024105-ummm-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20230929024105-ummm-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231006010703-lunazoe-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231006010703-lunazoe-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013033357-annular-bn6-vs-BiohazrdMnSP-round2-p1,data/dataset/20231013033357-annular-bn6-vs-BiohazrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006012008-lunazoe-bn6-vs-IndianaOrz-round3-p2,data/dataset/20231006012008-lunazoe-bn6-vs-IndianaOrz-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231013034446-annular-bn6-vs-BiohazrdMnSP-round1-p1,data/dataset/20231013034446-annular-bn6-vs-BiohazrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20230929035359-ummm-bn6-vs-DthKrdMnSP-round2-p2,data/dataset/20230929035359-ummm-bn6-vs-DthKrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231006024326-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20231006024326-lunazoeshelbz-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929023209-ummm-bn6-vs-BiohazrdMnSP-round1-p2,data/dataset/20230929023209-ummm-bn6-vs-BiohazrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020013333-watsonx-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231020013333-watsonx-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006015542-lunazoe-bn6-vs-IndianaOrz-round3-p2,data/dataset/20231006015542-lunazoe-bn6-vs-IndianaOrz-round3-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020011821-watsonx-bn6-vs-DthKrdMnSP-round1-p1,data/dataset/20231020011821-watsonx-bn6-vs-DthKrdMnSP-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020012615-watsonx-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231020012615-watsonx-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231006012409-lunazoe-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231006012409-lunazoe-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20230929024752-ummm-bn6-vs-BiohazrdMnSP-round2-p2,data/dataset/20230929024752-ummm-bn6-vs-BiohazrdMnSP-round2-p2/actions.jsonl,invert,early:left1>=left0*1.25,0,10,10,10,True,
20231020015038-watsonx-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231020015038-watsonx-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020013928-watsonx-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231020013928-watsonx-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020015704-watsonx-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231020015704-watsonx-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020014512-watsonx-bn6-vs-IndianaOrz-round1-p1,data/dataset/20231020014512-watsonx-bn6-vs-IndianaOrz-round1-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020014512-watsonx-bn6-vs-DthKrdMnSP-round1-p2,data/dataset/20231020014512-watsonx-bn6-vs-DthKrdMnSP-round1-p2/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
20231020020253-watsonx-bn6-vs-DthKrdMnSP-round2-p1,data/dataset/20231020020253-watsonx-bn6-vs-DthKrdMnSP-round2-p1/actions.jsonl,keep,early:left0>=left1*1.25,10,0,10,10,False,
